,time,SW_global,temp,wind,RH,ppt
221,2019-01-10 05:00:00,0.0,-1.966,0.636,98.277,0.0
222,2019-01-10 06:00:00,0.0,-2.833,0.742,97.086,0.0
223,2019-01-10 07:00:00,0.0,-1.972,0.587,95.38,0.0
224,2019-01-10 08:00:00,0.0,-2.383,0.567,91.266,0.0
225,2019-01-10 09:00:00,0.0,-2.459,0.727,85.626,0.0
226,2019-01-10 10:00:00,0.0,-2.678,0.838,82.463,0.0
227,2019-01-10 11:00:00,42.186,-2.311,0.784,78.846,0.0
228,2019-01-10 12:00:00,304.212,2.678,0.47,44.722,0.0
229,2019-01-10 13:00:00,854.557,6.144,1.121,25.247,0.0
230,2019-01-10 14:00:00,1669.008,8.398,1.246,21.598,0.0
231,2019-01-10 15:00:00,2690.079,9.957,1.59,23.587,0.0
232,2019-01-10 16:00:00,3839.044,11.01,2.086,26.021,0.006
233,2019-01-10 17:00:00,5005.834,11.589,2.614,28.099,0.012
234,2019-01-10 18:00:00,6120.19,11.388,3.213,30.995,0.039
235,2019-01-10 19:00:00,7028.222,10.209,2.752,35.941,0.11
236,2019-01-10 20:00:00,7685.664,9.566,3.154,37.057,0.027
237,2019-01-10 21:00:00,8126.534,8.702,2.709,39.756,0.003
238,2019-01-10 22:00:00,8325.134,7.011,2.417,44.658,0.0
239,2019-01-10 23:00:00,8421.091,5.335,2.381,51.852,0.0
240,2019-01-11 00:00:00,8424.211,3.815,1.863,60.755,0.0
241,2019-01-11 01:00:00,0.0,2.715,1.449,63.486,0.0
242,2019-01-11 02:00:00,0.0,2.11,1.267,63.077,0.0
243,2019-01-11 03:00:00,0.0,1.281,0.717,66.729,0.0
244,2019-01-11 04:00:00,0.0,0.76,0.625,70.162,0.0
245,2019-01-11 05:00:00,0.0,-0.177,0.298,77.11,0.0
246,2019-01-11 06:00:00,0.0,-0.145,0.084,76.513,0.0
247,2019-01-11 07:00:00,0.0,0.275,0.042,82.394,0.007
248,2019-01-11 08:00:00,0.0,-0.434,0.109,87.897,0.001
249,2019-01-11 09:00:00,0.0,-0.795,0.275,89.28,0.001
250,2019-01-11 10:00:00,0.0,-1.131,0.543,91.483,0.018
251,2019-01-11 11:00:00,34.462,-0.455,0.669,87.05,0.004
252,2019-01-11 12:00:00,244.053,2.52,0.667,63.65,0.001
253,2019-01-11 13:00:00,685.517,5.056,0.444,49.77,0.001
254,2019-01-11 14:00:00,1370.886,7.072,0.321,48.675,0.015
255,2019-01-11 15:00:00,2194.1,8.451,0.708,49.662,0.088
256,2019-01-11 16:00:00,3146.249,9.416,1.163,52.769,0.225
257,2019-01-11 17:00:00,4038.089,9.282,1.602,58.801,0.481
258,2019-01-11 18:00:00,4685.728,8.196,3.041,66.426,0.908
259,2019-01-11 19:00:00,5142.641,5.706,3.577,67.82,0.927
260,2019-01-11 20:00:00,5486.959,5.864,3.76,67.174,0.368
261,2019-01-11 21:00:00,5670.854,4.816,3.307,72.154,0.053
262,2019-01-11 22:00:00,5799.044,3.773,3.057,78.054,0.041
263,2019-01-11 23:00:00,5834.694,2.776,2.597,82.81,0.03
264,2019-01-12 00:00:00,5836.328,1.924,2.322,86.142,0.025
265,2019-01-12 01:00:00,0.0,1.806,1.821,83.089,0.0
266,2019-01-12 02:00:00,0.0,1.725,1.542,78.94,0.001
267,2019-01-12 03:00:00,0.0,1.48,1.299,79.76,0.0
268,2019-01-12 04:00:00,0.0,1.205,1.22,82.179,0.0
269,2019-01-12 05:00:00,0.0,1.046,1.191,82.549,0.0
270,2019-01-12 06:00:00,0.0,0.792,1.089,82.472,0.0
271,2019-01-12 07:00:00,0.0,0.4,0.522,93.119,0.0
272,2019-01-12 08:00:00,0.0,0.457,0.429,92.376,0.0
273,2019-01-12 09:00:00,0.0,0.46,0.398,91.374,0.0
274,2019-01-12 10:00:00,0.0,0.466,0.366,90.508,0.0
275,2019-01-12 11:00:00,27.926,0.757,0.288,87.493,0.0
276,2019-01-12 12:00:00,182.111,2.352,0.477,69.474,0.0
277,2019-01-12 13:00:00,651.501,4.939,0.446,54.259,0.0
278,2019-01-12 14:00:00,1368.063,7.045,0.463,50.067,0.024
279,2019-01-12 15:00:00,2235.098,8.51,0.616,50.489,0.058
280,2019-01-12 16:00:00,3227.5,9.587,0.672,52.985,0.191
281,2019-01-12 17:00:00,4136.572,8.82,1.059,64.549,0.532
282,2019-01-12 18:00:00,4745.294,7.879,1.891,75.804,1.192
283,2019-01-12 19:00:00,5249.442,7.554,2.695,86.742,2.633
284,2019-01-12 20:00:00,5624.063,5.072,2.88,92.171,3.076
285,2019-01-12 21:00:00,5861.876,3.625,2.45,96.307,2.985
286,2019-01-12 22:00:00,6002.396,2.639,1.945,96.157,1.883
287,2019-01-12 23:00:00,6060.031,1.621,1.597,95.849,1.315
288,2019-01-13 00:00:00,6061.814,1.15,1.395,95.184,0.832
289,2019-01-13 01:00:00,0.0,0.52,1.428,95.698,0.0
290,2019-01-13 02:00:00,0.0,0.124,1.323,95.592,0.307
291,2019-01-13 03:00:00,0.0,0.109,1.063,94.972,0.158
292,2019-01-13 04:00:00,0.0,0.224,0.575,93.904,0.123
293,2019-01-13 05:00:00,0.0,0.16,0.511,88.41,0.21
294,2019-01-13 06:00:00,0.0,-0.191,0.38,89.483,0.186
295,2019-01-13 07:00:00,0.0,-0.633,0.736,96.234,0.271
296,2019-01-13 08:00:00,0.0,-0.862,0.759,96.375,0.426
297,2019-01-13 09:00:00,0.0,-1.141,0.661,95.89,0.311
298,2019-01-13 10:00:00,0.0,-1.266,0.749,94.116,0.216
299,2019-01-13 11:00:00,23.915,-1.262,0.858,93.142,0.166
300,2019-01-13 12:00:00,202.907,-0.217,0.799,86.717,0.417
301,2019-01-13 13:00:00,581.538,0.976,0.662,81.459,0.26
302,2019-01-13 14:00:00,1235.565,2.593,0.682,75.155,0.288
303,2019-01-13 15:00:00,2046.748,3.315,0.925,77.619,0.094
304,2019-01-13 16:00:00,2863.278,4.537,1.366,75.645,0.049
305,2019-01-13 17:00:00,3733.134,4.768,1.744,79.814,0.162
306,2019-01-13 18:00:00,4420.88,3.602,1.817,86.357,1.012
307,2019-01-13 19:00:00,5095.999,5.054,2.138,79.374,0.216
308,2019-01-13 20:00:00,5405.856,4.224,2.021,87.622,0.766
309,2019-01-13 21:00:00,5606.98,3.192,2.226,92.144,0.556
310,2019-01-13 22:00:00,5718.238,2.498,2.225,97.368,0.233
311,2019-01-13 23:00:00,5781.664,2.006,2.064,95.865,0.164
312,2019-01-14 00:00:00,5783.596,1.355,1.543,95.581,0.086
313,2019-01-14 01:00:00,0.0,0.943,1.402,95.857,0.0
314,2019-01-14 02:00:00,0.0,0.758,1.186,96.34,0.036
315,2019-01-14 03:00:00,0.0,0.589,0.924,95.228,0.023
316,2019-01-14 04:00:00,0.0,0.528,0.534,93.818,0.02
317,2019-01-14 05:00:00,0.0,0.326,0.305,93.754,0.017
318,2019-01-14 06:00:00,0.0,-0.122,0.247,95.018,0.009
319,2019-01-14 07:00:00,0.0,-0.409,0.394,98.699,0.054
320,2019-01-14 08:00:00,0.0,-0.493,0.643,97.744,0.02
321,2019-01-14 09:00:00,0.0,-0.59,0.823,97.361,0.012
322,2019-01-14 10:00:00,0.0,-0.488,1.147,95.911,0.014
323,2019-01-14 11:00:00,20.498,-0.13,1.319,93.952,0.009
324,2019-01-14 12:00:00,179.586,0.621,1.748,85.977,0.008
325,2019-01-14 13:00:00,507.565,3.189,2.006,76.526,0.013
326,2019-01-14 14:00:00,1052.859,4.541,2.422,72.37,0.046
327,2019-01-14 15:00:00,1849.039,6.039,2.319,68.017,0.081
328,2019-01-14 16:00:00,2725.432,7.634,1.963,67.118,0.07
329,2019-01-14 17:00:00,3564.986,8.058,2.061,69.301,0.156
330,2019-01-14 18:00:00,4271.744,7.351,1.191,73.459,0.259
331,2019-01-14 19:00:00,4882.248,7.957,1.208,65.851,0.287
332,2019-01-14 20:00:00,5218.843,5.459,0.777,74.459,1.045
333,2019-01-14 21:00:00,5524.242,5.771,1.711,71.556,0.134
334,2019-01-14 22:00:00,5760.126,5.112,1.84,74.756,0.062
335,2019-01-14 23:00:00,5848.063,4.226,1.879,80.311,0.047
336,2019-01-15 00:00:00,5851.182,3.198,1.679,87.288,0.118
337,2019-01-15 01:00:00,0.0,2.79,1.271,89.609,0.0
338,2019-01-15 02:00:00,0.0,2.386,1.04,92.205,0.296
339,2019-01-15 03:00:00,0.0,1.998,0.687,95.04,0.014
340,2019-01-15 04:00:00,0.0,1.714,0.708,96.089,0.002
341,2019-01-15 05:00:00,0.0,1.285,0.426,97.93,0.0
342,2019-01-15 06:00:00,0.0,0.887,0.127,98.314,0.016
343,2019-01-15 07:00:00,0.0,0.78,0.535,98.319,0.017
344,2019-01-15 08:00:00,0.0,0.396,0.679,97.322,0.009
345,2019-01-15 09:00:00,0.0,0.288,0.876,96.09,0.011
346,2019-01-15 10:00:00,0.0,0.176,1.136,95.124,0.01
347,2019-01-15 11:00:00,23.172,0.472,1.627,93.089,0.005
348,2019-01-15 12:00:00,192.212,2.039,1.613,88.502,0.003
349,2019-01-15 13:00:00,592.085,4.284,1.722,76.086,0.075
350,2019-01-15 14:00:00,1262.302,6.344,1.661,64.098,0.121
351,2019-01-15 15:00:00,2059.671,7.62,1.729,62.129,0.177
352,2019-01-15 16:00:00,3024.296,8.64,1.429,63.767,0.072
353,2019-01-15 17:00:00,4002.885,9.518,0.91,66.084,0.217
354,2019-01-15 18:00:00,4702.96,7.034,0.372,77.33,2.256
355,2019-01-15 19:00:00,5206.068,6.296,0.544,83.152,1.333
356,2019-01-15 20:00:00,5627.628,5.902,1.433,84.294,0.649
357,2019-01-15 21:00:00,5955.606,5.598,1.814,87.632,0.234
358,2019-01-15 22:00:00,6157.028,4.556,1.922,89.879,0.3
359,2019-01-15 23:00:00,6234.418,3.577,1.328,90.937,0.247
360,2019-01-16 00:00:00,6236.944,2.823,0.719,96.545,0.223
361,2019-01-16 01:00:00,0.0,2.817,0.702,97.784,0.0
362,2019-01-16 02:00:00,0.0,2.606,0.451,96.707,0.202
363,2019-01-16 03:00:00,0.0,2.408,0.617,96.286,0.011
364,2019-01-16 04:00:00,0.0,1.951,0.352,97.887,0.002
365,2019-01-16 05:00:00,0.0,1.731,0.712,98.655,0.008
366,2019-01-16 06:00:00,0.0,1.657,0.849,97.641,0.009
367,2019-01-16 07:00:00,0.0,1.526,0.846,96.731,0.184
368,2019-01-16 08:00:00,0.0,1.174,1.05,97.847,0.025
369,2019-01-16 09:00:00,0.0,0.412,1.282,98.614,0.005
370,2019-01-16 10:00:00,0.0,0.344,1.462,98.485,0.006
371,2019-01-16 11:00:00,23.321,0.671,1.741,94.883,0.003
372,2019-01-16 12:00:00,209.888,2.347,1.954,92.762,0.004
373,2019-01-16 13:00:00,648.679,4.924,2.232,74.436,0.035
374,2019-01-16 14:00:00,1295.724,7.088,2.084,63.501,0.027
375,2019-01-16 15:00:00,2166.768,8.766,2.015,60.919,0.028
376,2019-01-16 16:00:00,3099.013,9.763,1.588,62.51,0.126
377,2019-01-16 17:00:00,3874.248,9.793,0.687,66.788,0.314
378,2019-01-16 18:00:00,4448.806,6.883,0.97,80.912,2.678
379,2019-01-16 19:00:00,4887.002,5.879,0.568,89.225,1.528
380,2019-01-16 20:00:00,5285.834,5.639,1.083,86.398,0.766
381,2019-01-16 21:00:00,5507.755,4.658,1.859,88.756,1.427
382,2019-01-16 22:00:00,5645.156,3.971,1.4,90.166,0.69
383,2019-01-16 23:00:00,5696.254,3.453,1.42,90.544,0.634
384,2019-01-17 00:00:00,5698.63,2.314,0.79,97.48,1.814
385,2019-01-17 01:00:00,0.0,1.898,0.987,98.894,0.0
386,2019-01-17 02:00:00,0.0,1.604,1.063,99.218,0.814
387,2019-01-17 03:00:00,0.0,1.433,0.749,98.377,0.565
388,2019-01-17 04:00:00,0.0,1.267,0.363,95.161,0.722
389,2019-01-17 05:00:00,0.0,1.095,0.642,95.024,0.324
390,2019-01-17 06:00:00,0.0,0.935,0.797,94.617,0.896
391,2019-01-17 07:00:00,0.0,1.151,0.817,95.865,0.636
