MultiMADD2 N°2023
Measuring site:	MultiMADD2 n° 2023 - UniFR

Timezone:	GMT+01:00
Conductivity:	Compensated at 25°C

Date and time	A1 - Débit	M1 - Wind direction	M2 - Average wind	M3 - Maximum wind	M4 - Air temperature	M5 - Humidity	M6 - Atmospheric pressure	M7 - Rain
2019.11.21 22:35:00	0.00	112	4.2	9.8	7.1	43.7	888.6	0.00
2019.11.21 22:40:00	0.00	120	3.8	9.5	7.0	44.8	888.5	0.00
2019.11.21 22:45:00	0.00	119	4.8	9.0	7.2	44.7	888.4	0.00
2019.11.21 22:50:00	0.00	119	4.9	9.6	7.3	44.9	888.2	0.00
2019.11.21 22:55:00	0.00	116	3.6	8.7	7.1	43.8	888.2	0.00
2019.11.21 23:00:00	0.00	121	5.4	9.4	7.3	44.1	888.2	0.00
2019.11.21 23:05:00	0.00	126	4.2	9.4	7.1	44.4	888.2	0.00
2019.11.21 23:10:00	0.00	116	4.6	8.2	7.3	43.7	888.1	0.00
2019.11.21 23:15:00	0.00	116	4.0	7.4	7.2	44.8	888.1	0.00
2019.11.21 23:20:00	0.00	114	4.2	9.2	7.3	43.5	888.1	0.00
2019.11.21 23:25:00	0.00	120	2.7	7.7	7.5	43.0	888.2	0.00
2019.11.21 23:30:00	0.00	102	3.4	8.0	7.6	42.1	888.2	0.00
2019.11.21 23:35:00	0.00	84	2.0	4.9	7.6	43.0	888.2	0.00
2019.11.21 23:40:00	0.00	91	3.1	8.7	7.5	43.3	888.4	0.00
2019.11.21 23:45:00	0.00	112	3.5	8.8	7.6	43.1	888.4	0.00
2019.11.21 23:50:00	0.00	95	3.5	7.9	7.5	43.1	888.2	0.00
2019.11.21 23:55:00	0.00	116	3.8	7.6	7.4	45.3	888.2	0.00
2019.11.22 00:00:00	0.00	105	3.4	7.1	7.4	43.8	888.3	0.00
2019.11.22 00:05:00	0.00	110	4.5	10.1	7.2	44.9	888.0	0.00
2019.11.22 00:10:00	0.00	109	4.0	7.3	7.1	47.0	888.2	0.00
2019.11.22 00:15:00	0.00	100	4.1	10.7	7.3	45.0	888.0	0.00
2019.11.22 00:20:00	0.00	83	2.8	6.9	7.4	44.6	887.9	0.00
2019.11.22 00:25:00	0.00	102	3.2	7.9	7.3	45.6	888.0	0.00
2019.11.22 00:30:00	0.00	98	3.8	8.5	7.2	45.7	887.9	0.00
2019.11.22 00:35:00	0.00	105	3.4	7.5	7.2	45.0	887.9	0.00
2019.11.22 00:40:00	0.00	92	3.9	9.0	7.2	45.7	887.7	0.00
2019.11.22 00:45:00	0.00	102	3.7	8.8	7.1	46.2	887.8	0.00
2019.11.22 00:50:00	0.00	105	4.4	12.0	7.2	46.1	887.7	0.00
2019.11.22 00:55:00	0.00	96	3.9	8.0	7.3	45.2	887.8	0.00
2019.11.22 01:00:00	0.00	88	4.0	9.6	7.5	45.1	887.9	0.00
2019.11.22 01:05:00	0.00	103	3.5	9.7	7.4	45.3	888.1	0.00
2019.11.22 01:10:00	0.00	92	3.0	7.5	7.3	45.7	887.8	0.00
2019.11.22 01:15:00	0.00	94	3.7	8.8	7.3	46.6	888.0	0.00
2019.11.22 01:20:00	0.00	96	3.6	10.3	7.2	47.2	887.8	0.00
2019.11.22 01:25:00	0.00	75	3.3	11.1	7.3	46.4	887.8	0.00
2019.11.22 01:30:00	0.00	103	2.9	7.8	7.3	45.8	888.0	0.00
2019.11.22 01:35:00	0.00	94	3.3	9.8	7.3	46.3	888.0	0.00
2019.11.22 01:40:00	0.00	95	3.8	7.8	7.2	47.1	887.9	0.00
2019.11.22 01:45:00	0.00	98	3.6	7.4	7.1	47.9	887.8	0.00
2019.11.22 01:50:00	0.00	98	4.1	11.1	7.0	48.2	887.8	0.00
2019.11.22 01:55:00	0.00	93	3.8	7.9	7.1	48.5	887.8	0.00
2019.11.22 02:00:00	0.00	70	2.5	9.6	7.0	48.0	887.9	0.00
2019.11.22 02:05:00	0.00	111	2.2	5.4	7.0	47.3	888.0	0.00
2019.11.22 02:10:00	0.00	91	2.6	7.6	7.0	47.9	888.0	0.00
2019.11.22 02:15:00	0.00	86	2.5	7.7	7.0	48.2	888.0	0.00
2019.11.22 02:20:00	0.00	113	2.1	4.5	6.9	48.6	888.0	0.00
2019.11.22 02:25:00	0.00	86	2.0	6.4	6.9	48.4	888.0	0.00
2019.11.22 02:30:00	0.00	96	2.9	7.5	6.9	48.2	888.0	0.00
2019.11.22 02:35:00	0.00	90	2.6	7.1	7.1	47.9	888.1	0.00
2019.11.22 02:40:00	0.00	86	2.7	6.4	7.1	47.3	887.9	0.00
2019.11.22 02:45:00	0.00	85	2.6	7.3	7.1	48.1	887.9	0.00
2019.11.22 02:50:00	0.00	58	1.3	3.6	6.8	49.4	888.0	0.00
2019.11.22 02:55:00	0.00	99	1.6	5.0	6.8	49.7	888.1	0.00
2019.11.22 03:00:00	0.00	103	2.8	5.8	6.7	50.1	888.2	0.00
2019.11.22 03:05:00	0.00	106	2.7	6.7	6.7	50.4	888.2	0.00
2019.11.22 03:10:00	0.00	78	1.7	4.5	6.7	51.1	888.2	0.00
2019.11.22 03:15:00	0.00	102	2.4	6.1	6.6	51.5	888.2	0.00
2019.11.22 03:20:00	0.00	108	2.8	5.4	6.5	53.2	888.4	0.00
2019.11.22 03:25:00	0.00	100	3.2	6.4	6.3	54.8	888.2	0.00
2019.11.22 03:30:00	0.00	119	3.1	7.4	5.9	57.1	888.2	0.00
2019.11.22 03:35:00	0.00	106	2.5	4.9	5.9	56.3	888.2	0.00
2019.11.22 03:40:00	0.00	107	2.0	4.6	6.1	56.2	888.2	0.00
2019.11.22 03:45:00	0.00	93	2.8	7.2	6.2	55.3	888.1	0.00
2019.11.22 03:50:00	0.00	97	2.5	6.3	6.2	55.1	888.1	0.00
2019.11.22 03:55:00	0.00	88	2.6	5.6	6.2	55.8	888.0	0.00
2019.11.22 04:00:00	0.00	97	2.2	5.0	6.0	57.1	888.1	0.00
2019.11.22 04:05:00	0.00	108	2.4	4.6	5.9	58.1	888.0	0.00
2019.11.22 04:10:00	0.00	105	2.9	6.1	5.7	59.1	888.0	0.00
2019.11.22 04:15:00	0.00	109	2.4	4.7	5.7	59.2	888.0	0.00
2019.11.22 04:20:00	0.00	108	2.5	5.7	5.7	59.5	888.0	0.00
2019.11.22 04:25:00	0.00	82	1.8	4.9	5.9	58.0	888.0	0.00
2019.11.22 04:30:00	0.00	104	1.6	3.9	5.9	57.0	887.9	0.00
2019.11.22 04:35:00	0.00	101	2.4	6.3	6.1	56.8	887.8	0.00
2019.11.22 04:40:00	0.00	105	2.7	5.8	6.0	57.6	888.0	0.00
2019.11.22 04:45:00	0.00	112	2.8	6.7	6.0	57.1	887.9	0.00
2019.11.22 04:50:00	0.00	119	2.6	5.7	5.9	57.5	888.0	0.00
2019.11.22 04:55:00	0.00	117	2.8	6.7	6.0	57.4	888.0	0.00
2019.11.22 05:00:00	0.00	98	1.6	4.9	6.0	56.1	888.0	0.00
2019.11.22 05:05:00	0.00	151	1.2	3.5	6.1	55.4	887.9	0.00
2019.11.22 05:10:00	0.00	107	2.1	5.6	6.2	56.0	887.9	0.01
2019.11.22 05:15:00	0.00	98	2.9	5.4	6.3	55.8	888.0	0.00
2019.11.22 05:20:00	0.00	116	2.5	6.5	6.1	56.7	887.9	0.00
2019.11.22 05:25:00	0.00	107	2.4	4.9	6.1	55.8	887.7	0.00
2019.11.22 05:30:00	0.00	126	2.2	6.1	6.3	55.0	887.8	0.00
2019.11.22 05:35:00	0.00	83	1.5	3.8	6.3	54.4	887.8	0.00
2019.11.22 05:40:00	0.00	112	1.5	4.8	6.3	53.5	887.9	0.00
2019.11.22 05:45:00	0.00	117	2.8	6.0	6.4	54.1	887.8	0.00
2019.11.22 05:50:00	0.00	104	3.1	5.7	6.4	54.3	887.8	0.00
2019.11.22 05:55:00	0.00	96	2.0	6.5	6.3	54.6	887.7	0.00
2019.11.22 06:00:00	0.00	111	2.6	6.2	6.4	54.8	887.8	0.00
2019.11.22 06:05:00	0.00	114	1.9	4.8	6.5	53.2	887.7	0.00
2019.11.22 06:10:00	0.00	92	1.9	4.9	6.6	51.3	887.7	0.00
2019.11.22 06:15:00	0.00	117	1.5	3.8	6.7	51.2	887.7	0.00
2019.11.22 06:20:00	0.00	122	2.1	5.6	6.8	50.2	887.6	0.00
2019.11.22 06:25:00	0.00	91	1.7	4.3	6.8	50.1	887.7	0.00
2019.11.22 06:30:00	0.00	104	2.7	6.9	6.9	50.1	887.7	0.00
2019.11.22 06:35:00	0.00	276	2.1	6.9	5.8	58.6	887.6	0.00
2019.11.22 06:40:00	0.00	313	2.4	6.7	3.3	70.9	887.5	0.00
2019.11.22 06:45:00	0.00	119	1.6	5.4	2.6	75.7	887.9	0.00
2019.11.22 06:50:00	0.00	263	1.4	4.3	2.1	79.7	887.7	0.00
2019.11.22 06:55:00	0.00	127	1.2	3.9	2.1	80.2	887.8	0.00
2019.11.22 07:00:00	0.00	241	1.2	2.8	1.6	83.3	888.0	0.00
2019.11.22 07:05:00	0.00	246	0.8	1.7	1.4	85.4	888.0	0.00
2019.11.22 07:10:00	0.00	105	0.9	1.7	0.9	88.1	888.0	0.00
2019.11.22 07:15:00	0.00	202	1.3	3.0	0.6	89.6	888.1	0.00
2019.11.22 07:20:00	0.00	200	0.6	1.9	0.5	90.6	888.1	0.00
2019.11.22 07:25:00	0.00	42	1.0	2.5	0.5	91.2	888.2	0.00
2019.11.22 07:30:00	0.00	219	0.7	1.7	0.5	91.4	888.2	0.00
2019.11.22 07:35:00	0.00	161	0.6	1.5	0.4	91.5	888.2	0.00
2019.11.22 07:40:00	0.00	89	0.5	1.2	0.4	91.9	888.3	0.00
2019.11.22 07:45:00	0.00	270	0.7	1.7	0.4	92.2	888.2	0.00
2019.11.22 07:50:00	0.00	188	0.8	1.8	0.4	92.3	888.3	0.00
2019.11.22 07:55:00	0.00	96	0.7	1.8	0.3	92.3	888.3	0.00
2019.11.22 08:00:00	0.00	222	0.8	2.3	0.3	92.5	888.0	0.00
2019.11.22 08:05:00	0.00	214	0.6	1.5	0.3	92.6	888.0	0.00
2019.11.22 08:10:00	0.00	301	0.9	1.8	0.3	92.6	887.9	0.00
2019.11.22 08:15:00	0.00	315	1.2	3.2	0.3	92.7	888.0	0.00
2019.11.22 08:20:00	0.00	340	1.1	2.2	0.4	92.8	887.9	0.00
2019.11.22 08:25:00	0.00	315	1.1	3.3	0.7	92.3	887.9	0.00
2019.11.22 08:30:00	0.00	70	1.1	2.5	3.6	69.0	888.1	0.00
2019.11.22 08:35:00	0.00	162	1.4	5.3	5.3	59.3	887.9	0.00
2019.11.22 08:40:00	0.00	263	1.3	3.7	6.2	55.0	887.9	0.00
2019.11.22 08:45:00	0.00	139	1.2	3.7	6.7	51.3	887.9	0.00
2019.11.22 08:50:00	0.00	148	1.3	4.4	7.0	51.1	887.9	0.00
2019.11.22 08:55:00	0.00	271	1.5	5.6	7.1	50.1	887.6	0.00
2019.11.22 09:00:00	0.00	125	2.0	5.7	7.2	48.3	887.7	0.00
2019.11.22 09:05:00	0.00	125	2.2	7.5	7.3	48.5	887.8	0.00
2019.11.22 09:10:00	0.00	62	1.9	4.7	7.3	48.8	887.8	0.00
2019.11.22 09:15:00	0.00	116	2.5	7.9	7.3	49.4	887.8	0.00
2019.11.22 09:20:00	0.00	78	1.8	4.6	7.3	49.9	887.8	0.00
2019.11.22 09:25:00	0.00	39	1.6	6.1	7.3	50.4	887.8	0.00
2019.11.22 09:30:00	0.00	258	1.7	7.9	7.3	51.0	887.7	0.00
2019.11.22 09:35:00	0.00	160	2.1	6.7	7.1	51.4	887.6	0.00
2019.11.22 09:40:00	0.00	173	1.5	4.5	7.2	49.4	887.4	0.00
2019.11.22 09:45:00	0.00	101	2.6	6.0	7.3	49.3	887.5	0.00
2019.11.22 09:50:00	0.00	133	1.7	6.7	7.3	49.6	887.6	0.00
2019.11.22 09:55:00	0.00	103	2.3	5.2	7.3	49.2	887.6	0.00
2019.11.22 10:00:00	0.00	101	3.2	10.8	7.7	48.4	887.4	0.00
2019.11.22 10:05:00	0.00	89	1.9	6.6	7.5	49.0	887.3	0.00
2019.11.22 10:10:00	0.00	180	1.7	6.5	7.3	49.8	887.6	0.00
2019.11.22 10:15:00	0.00	213	1.7	5.9	7.3	51.5	887.4	0.00
2019.11.22 10:20:00	0.00	112	2.2	6.1	7.4	50.1	887.3	0.00
2019.11.22 10:25:00	0.00	96	2.6	6.1	7.3	49.7	887.5	0.00
2019.11.22 10:30:00	0.00	96	2.6	7.1	7.6	49.5	887.5	0.00
2019.11.22 10:35:00	0.00	90	3.8	10.3	7.4	50.2	887.5	0.00
2019.11.22 10:40:00	0.00	79	2.4	8.1	7.3	50.7	887.4	0.00
2019.11.22 10:45:00	0.00	104	2.3	6.5	7.4	50.0	887.2	0.00
2019.11.22 10:50:00	0.00	92	2.4	8.9	7.6	49.5	887.3	0.00
2019.11.22 10:55:00	0.00	135	1.9	6.3	7.5	49.9	887.5	0.00
2019.11.22 11:00:00	0.00	98	3.5	9.0	7.4	50.5	887.5	0.00
2019.11.22 11:05:00	0.00	122	2.3	5.5	7.3	50.5	887.3	0.00
2019.11.22 11:10:00	0.00	108	2.0	5.8	7.5	50.1	887.4	0.00
2019.11.22 11:15:00	0.00	117	2.7	8.7	7.1	52.4	887.4	0.00
2019.11.22 11:20:00	0.00	116	2.3	6.8	7.1	52.7	887.5	0.00
2019.11.22 11:25:00	0.00	130	2.8	6.9	6.9	53.4	887.4	0.00
2019.11.22 11:30:00	0.00	119	2.7	7.8	7.2	52.3	887.1	0.00
2019.11.22 11:35:00	0.00	98	1.9	5.7	7.5	50.5	887.0	0.00
2019.11.22 11:40:00	0.00	132	1.5	3.9	7.6	49.2	887.2	0.00
2019.11.22 11:45:00	0.00	124	3.2	8.4	7.5	51.3	887.1	0.00
2019.11.22 11:50:00	0.00	137	1.5	4.8	7.4	51.9	887.0	0.00
2019.11.22 11:55:00	0.00	109	2.4	6.6	7.3	50.8	886.7	0.00
2019.11.22 12:00:00	0.00	113	2.4	8.8	7.4	51.6	887.0	0.00
2019.11.22 12:05:00	0.00	128	2.4	7.6	7.2	52.6	886.7	0.00
2019.11.22 12:10:00	0.00	147	1.7	4.6	7.3	51.4	886.5	0.00
2019.11.22 12:15:00	0.00	108	2.6	8.1	7.6	49.6	886.5	0.00
2019.11.22 12:20:00	0.00	98	3.3	8.6	7.8	48.6	886.3	0.00
2019.11.22 12:25:00	0.00	124	2.4	8.9	7.8	48.2	886.4	0.00
2019.11.22 12:30:00	0.00	75	2.6	7.7	7.9	47.5	886.3	0.00
2019.11.22 12:35:00	0.00	100	2.6	7.3	8.0	47.5	886.3	0.00
2019.11.22 12:40:00	0.00	157	1.7	4.5	7.8	47.7	886.2	0.00
2019.11.22 12:45:00	0.00	134	2.2	6.3	7.7	49.0	886.2	0.00
2019.11.22 12:50:00	0.00	122	2.4	7.6	7.7	49.5	886.2	0.00
2019.11.22 12:55:00	0.00	132	3.3	8.1	7.5	50.1	886.2	0.01
2019.11.22 13:00:00	0.00	101	2.7	7.9	7.6	48.8	886.2	0.00
2019.11.22 13:05:00	0.00	108	2.4	7.2	7.8	48.0	886.1	0.00
2019.11.22 13:10:00	0.00	114	2.8	9.3	8.0	46.9	886.1	0.00
2019.11.22 13:15:00	0.00	120	2.0	6.1	7.9	48.3	886.1	0.00
2019.11.22 13:20:00	0.00	123	1.7	8.8	7.8	46.3	886.1	0.00
2019.11.22 13:25:00	0.00	104	2.3	7.6	8.2	46.0	886.4	0.00
2019.11.22 13:30:00	0.00	117	2.9	6.0	7.8	48.1	886.3	0.00
2019.11.22 13:35:00	0.00	126	2.6	6.5	7.6	48.6	886.2	0.00
2019.11.22 13:40:00	0.00	129	1.6	5.3	7.7	49.0	886.1	0.00
2019.11.22 13:45:00	0.00	348	1.7	5.2	7.8	48.5	886.3	0.00
2019.11.22 13:50:00	0.00	103	2.9	7.6	7.8	48.6	886.1	0.01
2019.11.22 13:55:00	0.00	111	2.6	6.4	7.8	50.1	886.6	0.00
2019.11.22 14:00:00	0.00	116	2.4	9.7	7.3	51.6	886.3	0.00
2019.11.22 14:05:00	0.00	106	3.2	6.4	7.1	53.6	886.0	0.00
2019.11.22 14:10:00	0.00	99	2.9	6.3	7.6	49.0	885.9	0.00
2019.11.22 14:15:00	0.00	98	1.7	5.9	7.7	48.4	886.1	0.00
2019.11.22 14:20:00	0.00	111	2.7	8.0	7.7	49.2	886.2	0.00
2019.11.22 14:25:00	0.00	116	2.1	5.7	7.6	49.1	886.2	0.00
2019.11.22 14:30:00	0.00	97	2.2	4.9	7.6	50.3	886.3	0.00
2019.11.22 14:35:00	0.00	166	1.5	4.0	7.4	52.5	886.1	0.00
2019.11.22 14:40:00	0.00	148	1.3	4.6	7.4	47.9	886.0	0.00
2019.11.22 14:45:00	0.00	134	2.0	5.0	7.7	49.9	886.0	0.00
2019.11.22 14:50:00	0.00	108	2.4	9.0	7.4	51.7	886.0	0.00
2019.11.22 14:55:00	0.00	109	2.0	5.3	7.4	52.4	886.0	0.00
2019.11.22 15:00:00	0.00	142	1.4	4.8	7.3	52.0	886.1	0.00
2019.11.22 15:05:00	0.00	115	2.2	5.3	7.3	53.2	886.1	0.01
2019.11.22 15:10:00	0.00	102	2.1	7.4	7.1	52.5	886.1	0.01
2019.11.22 15:15:00	0.00	110	3.4	8.2	7.0	53.4	886.1	0.00
2019.11.22 15:20:00	0.00	113	2.1	6.1	7.1	53.7	886.1	0.01
2019.11.22 15:25:00	0.00	148	2.0	5.4	7.2	52.6	886.0	0.00
2019.11.22 15:30:00	0.00	105	3.3	8.0	7.2	50.8	885.9	0.00
2019.11.22 15:35:00	0.00	110	4.0	8.7	7.2	51.6	886.1	0.00
2019.11.22 15:40:00	0.00	113	3.0	7.4	7.2	51.4	885.9	0.00
2019.11.22 15:45:00	0.00	85	2.3	7.4	7.5	51.0	885.9	0.00
2019.11.22 15:50:00	0.00	108	3.2	7.8	7.3	51.8	885.7	0.00
2019.11.22 15:55:00	0.00	108	3.8	8.1	7.2	51.3	885.8	0.00
2019.11.22 16:00:00	0.00	123	2.0	7.4	7.3	51.3	885.5	0.00
2019.11.22 16:05:00	0.00	109	2.3	7.3	7.3	51.6	885.6	0.00
2019.11.22 16:10:00	0.00	110	3.4	8.0	7.3	52.3	885.6	0.00
2019.11.22 16:15:00	0.00	109	3.1	7.2	7.6	48.3	885.4	0.00
2019.11.22 16:20:00	0.00	114	3.6	9.0	7.7	49.9	885.5	0.00
2019.11.22 16:25:00	0.00	104	3.2	8.9	7.7	49.0	885.5	0.00
2019.11.22 16:30:00	0.00	111	5.0	10.5	7.6	49.6	885.5	0.00
2019.11.22 16:35:00	0.00	103	4.7	10.6	7.7	49.5	885.5	0.01
2019.11.22 16:40:00	0.00	110	5.8	12.1	7.7	48.8	885.5	0.00
2019.11.22 16:45:00	0.00	109	4.8	10.2	7.8	48.4	885.2	0.00
2019.11.22 16:50:00	0.00	109	5.7	11.4	7.8	47.5	885.8	0.00
2019.11.22 16:55:00	0.00	105	5.2	10.6	7.9	46.3	885.6	0.00
2019.11.22 17:00:00	0.00	111	5.5	11.8	7.7	48.6	886.0	0.00
2019.11.22 17:05:00	0.00	110	5.0	10.4	7.7	49.3	885.9	0.00
2019.11.22 17:10:00	0.00	106	3.8	7.5	7.6	48.7	885.8	0.00
2019.11.22 17:15:00	0.00	110	5.2	11.9	7.9	47.3	885.9	0.00
2019.11.22 17:20:00	0.00	110	5.4	9.8	7.8	47.9	885.7	0.00
2019.11.22 17:25:00	0.00	121	5.3	9.8	7.7	48.6	886.2	0.00
2019.11.22 17:30:00	0.00	118	5.9	10.9	7.7	48.9	886.0	0.00
2019.11.22 17:35:00	0.00	114	6.1	14.6	7.6	50.4	886.3	0.00
2019.11.22 17:40:00	0.00	120	5.7	9.4	7.5	50.8	885.8	0.02
2019.11.22 17:45:00	0.00	121	5.1	9.3	7.4	50.7	885.7	0.00
2019.11.22 17:50:00	0.00	114	5.3	10.2	7.8	46.6	885.7	0.00
2019.11.22 17:55:00	0.00	104	4.9	12.3	8.1	44.1	885.5	0.00
2019.11.22 18:00:00	0.00	109	3.7	8.4	8.1	44.1	885.6	0.00
2019.11.22 18:05:00	0.00	105	4.3	10.7	8.3	44.7	885.6	0.00
2019.11.22 18:10:00	0.00	115	5.7	11.5	8.0	45.9	885.9	0.00
2019.11.22 18:15:00	0.00	98	4.0	9.6	7.9	46.2	885.8	0.00
2019.11.22 18:20:00	0.00	107	1.9	4.8	7.9	46.5	885.7	0.00
2019.11.22 18:25:00	0.00	103	4.4	13.5	7.8	49.3	885.9	0.00
2019.11.22 18:30:00	0.00	107	3.7	10.7	7.6	49.7	885.9	0.00
2019.11.22 18:35:00	0.00	114	4.1	9.8	7.4	49.3	885.6	0.00
2019.11.22 18:40:00	0.00	98	3.5	8.6	7.9	45.2	885.7	0.00
2019.11.22 18:45:00	0.00	115	2.5	6.5	8.4	42.9	885.5	0.00
